smiles1,pKa,pKa_type,smiles
CC(C(=O)O)c1cccc2nc(-c3ccc(Cl)cc3)oc12,6.25,acidic,CC(C(=O)O)c1cccc2nc(-c3ccc(Cl)cc3)oc12
CC(C(=O)O)c1cccc2nc(-c3ccccc3)oc12,6.2,acidic,CC(C(=O)O)c1cccc2nc(-c3ccccc3)oc12
CC(C(=O)[O-])C(C#N)c1ccccc1,3.7,acidic,CC(C(=O)[O-])C(C#N)c1ccccc1
CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1,4.386667,acidic,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1
CC(C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1,4,acidic,CC(C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1
CC(C(=O)[O-])c1ccc(N2Cc3ccccc3C2=O)cc1,4.6,acidic,CC(C(=O)[O-])c1ccc(N2Cc3ccccc3C2=O)cc1
CC(C(=O)[O-])c1ccc2c(c1)[nH]c1ccc(Cl)cc12,4.7,acidic,CC(C(=O)[O-])c1ccc2c(c1)[nH]c1ccc(Cl)cc12
CC(C(=O)[O-])c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,6.9,acidic,CC(C(=O)[O-])c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,4.353333,acidic,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1
CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1,4.5,acidic,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1
CC(C(=O)[O-])c1cccc2nc(-c3ccc(Cl)cc3)oc12,6.25,acidic,CC(C(=O)[O-])c1cccc2nc(-c3ccc(Cl)cc3)oc12
CC(C(=O)[O-])c1cccc2nc(-c3ccccc3)oc12,6.2,acidic,CC(C(=O)[O-])c1cccc2nc(-c3ccccc3)oc12
CC(C(N)=O)S(=O)(=O)NC(N)=O,5.21,acidic,CC(C(N)=O)S(=O)(=O)NC(N)=O
CC(C(N)=O)S(N)(=O)=O,9.86,acidic,CC(C(N)=O)S(N)(=O)=O
CC(C)(C#N)CC(=O)[O-],4.04,acidic,CC(C)(C#N)CC(=O)[O-]
CC(C)(C(=O)O)C(=O)O,3.15,acidic,CC(C)(C(=O)O)C(=O)O
CC(C)(C(=O)O)C(C(N)=O)c1ccccc1,4.8,acidic,CC(C)(C(=O)O)C(C(N)=O)c1ccccc1
CC(C)(C(=O)[O-])C(C#N)c1ccccc1,3.95,acidic,CC(C)(C(=O)[O-])C(C#N)c1ccccc1
CC(C)(C(=O)[O-])C(C(N)=O)c1ccccc1,4.8,acidic,CC(C)(C(=O)[O-])C(C(N)=O)c1ccccc1
CC(C)(C(=O)[O-])c1nnnn1C1CCCCC1,3.7,acidic,CC(C)(C(=O)[O-])c1nnnn1C1CCCCC1
CC(C)(C(N)=O)S(=O)(=O)NC(N)=O,5.15,acidic,CC(C)(C(N)=O)S(=O)(=O)NC(N)=O
CC(C)(C(N)=O)S(N)(=O)=O,9.92,acidic,CC(C)(C(N)=O)S(N)(=O)=O
CC(C)(C)C#CC(=O)[O-],2.66,acidic,CC(C)(C)C#CC(=O)[O-]
CC(C)(C)C(=O)C(=O)O,2.3,acidic,CC(C)(C)C(=O)C(=O)O
CC(C)(C)C(=O)C(=O)[O-],2.3,acidic,CC(C)(C)C(=O)C(=O)[O-]
CC(C)(C)C(=O)C=C(O)C(C)(C)C,11.77,acidic,CC(C)(C)C(=O)C=C(O)C(C)(C)C
CC(C)(C)C(=O)NO,9.59,acidic,CC(C)(C)C(=O)NO
CC(C)(C)C(=O)O,5.03,acidic,CC(C)(C)C(=O)O
CC(C)(C)C(=O)[O-],5.04,acidic,CC(C)(C)C(=O)[O-]
CC(C)(C)C(=O)c1ccc2n1CCC2C(=O)[O-],3.57,acidic,CC(C)(C)C(=O)c1ccc2n1CCC2C(=O)[O-]
CC(C)(C)C1CCn2nnnc2C(C(=O)O)C1,4.4,acidic,CC(C)(C)C1CCn2nnnc2C(C(=O)O)C1
CC(C)(C)C1CCn2nnnc2C(C(=O)[O-])C1,4.4,acidic,CC(C)(C)C1CCn2nnnc2C(C(=O)[O-])C1
CC(C)(C)CC#CC(=O)O,2.54,acidic,CC(C)(C)CC#CC(=O)O
CC(C)(C)CC#CC(=O)[O-],2.54,acidic,CC(C)(C)CC#CC(=O)[O-]
CC(C)(C)CC(=O)[O-],5.01,acidic,CC(C)(C)CC(=O)[O-]
CC(C)(C)CCC(=O)O,4.83,acidic,CC(C)(C)CCC(=O)O
CC(C)(C)CCC(=O)[O-],4.83,acidic,CC(C)(C)CCC(=O)[O-]
CC(C)(C)CCCC(=O)O,4.88,acidic,CC(C)(C)CCCC(=O)O
CC(C)(C)CCCC(=O)[O-],4.88,acidic,CC(C)(C)CCCC(=O)[O-]
CC(C)(C)CCCCc1ccc(O)cc1,11.22,acidic,CC(C)(C)CCCCc1ccc(O)cc1
CC(C)(C)Cc1ccc(O)cc1,10.71,acidic,CC(C)(C)Cc1ccc(O)cc1
CC(C)(C)Cc1ccccc1O,10.69,acidic,CC(C)(C)Cc1ccccc1O
CC(C)(C)N(O)C(=O)c1ccccc1,10.1,acidic,CC(C)(C)N(O)C(=O)c1ccccc1
CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)[O-],3.66,acidic,CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)[O-]
CC(C)(C)OC(=O)Nc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1,9.8,acidic,CC(C)(C)OC(=O)Nc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1
CC(C)(C)OC(=O)[N-]S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,3.76,acidic,CC(C)(C)OC(=O)[N-]S(=O)(=O)c1ccc(S(C)(=O)=O)cc1
CC(C)(C)OOCC(=O)[O-],3.49,acidic,CC(C)(C)OOCC(=O)[O-]
CC(C)(C)OOCCC(=O)O,4.36,acidic,CC(C)(C)OOCCC(=O)O
CC(C)(C)OOCCC(=O)[O-],4.36,acidic,CC(C)(C)OOCCC(=O)[O-]
CC(C)(C)S,11.14,acidic,CC(C)(C)S
CC(C)(C)[C@H]1CC[C@H](CC2=C([O-])c3ccccc3C(=O)C2=O)CC1,5.7,acidic,CC(C)(C)[C@H]1CC[C@H](CC2=C([O-])c3ccccc3C(=O)C2=O)CC1
CC(C)(C)c1cc(/C=C/Cl)cc(C(C)(C)C)c1O,11.82,acidic,CC(C)(C)c1cc(/C=C/Cl)cc(C(C)(C)C)c1O
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,12.19,acidic,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
CC(C)(C)c1cc(O)cc(C(C)(C)C)c1,10.29,acidic,CC(C)(C)c1cc(O)cc(C(C)(C)C)c1
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,6.62,acidic,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O
CC(C)(C)c1ccc(-c2c(O)c2=O)cc1,2.21,acidic,CC(C)(C)c1ccc(-c2c(O)c2=O)cc1
CC(C)(C)c1ccc(-c2c([O-])c2=O)cc1,2.21,acidic,CC(C)(C)c1ccc(-c2c([O-])c2=O)cc1
CC(C)(C)c1ccc(C(=O)/C=C/C(=O)O)cc1,3.42,acidic,CC(C)(C)c1ccc(C(=O)/C=C/C(=O)O)cc1
CC(C)(C)c1ccc(C(=O)/C=C/C(=O)[O-])cc1,3.42,acidic,CC(C)(C)c1ccc(C(=O)/C=C/C(=O)[O-])cc1
CC(C)(C)c1ccc(C(=O)O)cc1,4.4,acidic,CC(C)(C)c1ccc(C(=O)O)cc1
CC(C)(C)c1ccc(C(=O)[O-])cc1,4.36,acidic,CC(C)(C)c1ccc(C(=O)[O-])cc1
CC(C)(C)c1ccc(CC(=O)O)cc1,4.42,acidic,CC(C)(C)c1ccc(CC(=O)O)cc1
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,11.72,acidic,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
CC(C)(C)c1ccc(O)c(Cl)c1,8.58,acidic,CC(C)(C)c1ccc(O)c(Cl)c1
CC(C)(C)c1ccc(O)cc1,10.303333,acidic,CC(C)(C)c1ccc(O)cc1
CC(C)(C)c1ccc(SCC(=O)O)cc1,3.76,acidic,CC(C)(C)c1ccc(SCC(=O)O)cc1
CC(C)(C)c1ccc(SCC(=O)[O-])cc1,3.76,acidic,CC(C)(C)c1ccc(SCC(=O)[O-])cc1
CC(C)(C)c1ccc2c(c1)C(=O)NC2=O,10.21,acidic,CC(C)(C)c1ccc2c(c1)C(=O)NC2=O
CC(C)(C)c1cccc(C(=O)O)c1,4.2,acidic,CC(C)(C)c1cccc(C(=O)O)c1
CC(C)(C)c1cccc(C(C)(C)C)c1O,11.7,acidic,CC(C)(C)c1cccc(C(C)(C)C)c1O
CC(C)(C)c1cccc(O)c1,10.12,acidic,CC(C)(C)c1cccc(O)c1
CC(C)(C)c1ccccc1C(=O)O,3.53,acidic,CC(C)(C)c1ccccc1C(=O)O
CC(C)(C)c1ccccc1C(=O)[O-],3.53,acidic,CC(C)(C)c1ccccc1C(=O)[O-]
CC(C)(C)c1ccccc1O,10.28,acidic,CC(C)(C)c1ccccc1O
CC(C)(C)c1cn2nc(S(N)(=O)=O)sc2[nH+]1,6.94,acidic,CC(C)(C)c1cn2nc(S(N)(=O)=O)sc2[nH+]1
CC(C)(CCC(CO[N+](=O)[O-])O[N+](=O)[O-])C(=O)Oc1ccccc1C(=O)[O-],3.69,acidic,CC(C)(CCC(CO[N+](=O)[O-])O[N+](=O)[O-])C(=O)Oc1ccccc1C(=O)[O-]
CC(C)(CO[N+](=O)[O-])C(=O)Oc1ccccc1C(=O)[O-],3.69,acidic,CC(C)(CO[N+](=O)[O-])C(=O)Oc1ccccc1C(=O)[O-]
CC(C)(Cl)C(=O)[O-],2.97,acidic,CC(C)(Cl)C(=O)[O-]
CC(C)(O)C(=O)O,3.61,acidic,CC(C)(O)C(=O)O
CC(C)(O)C(=O)[O-],4.04,acidic,CC(C)(O)C(=O)[O-]
CC(C)(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,3.76,acidic,CC(C)(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1
CC(C)(O)C(C(=O)[O-])c1ccc(C2CCCCC2)cc1,3.76,acidic,CC(C)(O)C(C(=O)[O-])c1ccc(C2CCCCC2)cc1
CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,9.28,acidic,CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1
CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,10,acidic,CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1
CC(C)(Oc1cc2c(c(Cl)c1Cl)C(=O)C(C)(C1CCCC1)C2)C(=O)[O-],3.7,acidic,CC(C)(Oc1cc2c(c(Cl)c1Cl)C(=O)C(C)(C1CCCC1)C2)C(=O)[O-]
CC(C)/C=C/C(=O)O,4.7,acidic,CC(C)/C=C/C(=O)O
CC(C)/C=C/C(=O)[O-],4.7,acidic,CC(C)/C=C/C(=O)[O-]
CC(C)=C(C#N)C(=O)O,3.04,acidic,CC(C)=C(C#N)C(=O)O
CC(C)=C(C#N)C(=O)[O-],3.04,acidic,CC(C)=C(C#N)C(=O)[O-]
CC(C)=C(C(N)=O)C(=O)O,3.95,acidic,CC(C)=C(C(N)=O)C(=O)O
CC(C)=C(C(N)=O)C(=O)[O-],3.95,acidic,CC(C)=C(C(N)=O)C(=O)[O-]
CC(C)=CC(=O)O,5.12,acidic,CC(C)=CC(=O)O
CC(C)=CC(=O)[O-],5.12,acidic,CC(C)=CC(=O)[O-]
CC(C)=CCC(=O)[O-],4.6,acidic,CC(C)=CCC(=O)[O-]
CC(C)=CCC1C(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1[O-],6.18,acidic,CC(C)=CCC1C(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1[O-]
CC(C)=CC[C@@H]1C([O-])=C(C(=O)CC(C)C)C(=O)[C@H]1O,2.35,acidic,CC(C)=CC[C@@H]1C([O-])=C(C(=O)CC(C)C)C(=O)[C@H]1O
CC(C)C(=O)C=C(O)C(C)C,9.86,acidic,CC(C)C(=O)C=C(O)C(C)C
CC(C)C(=O)C=CO,6.68,acidic,CC(C)C(=O)C=CO
CC(C)C(=O)O,4.84,acidic,CC(C)C(=O)O
CC(C)C(=O)[O-],4.76,acidic,CC(C)C(=O)[O-]
CC(C)C(Br)C(=O)O,2.82,acidic,CC(C)C(Br)C(=O)O
CC(C)C(Br)C(=O)[O-],2.82,acidic,CC(C)C(Br)C(=O)[O-]
CC(C)C(Nc1ccccc1)C(=O)[O-],4.4,acidic,CC(C)C(Nc1ccccc1)C(=O)[O-]
CC(C)C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.13,acidic,CC(C)C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1
CC(C)C(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,4.13,acidic,CC(C)C(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1
CC(C)C(O[C@H]1O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O)C(C)C,3.89,acidic,CC(C)C(O[C@H]1O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O)C(C)C
CC(C)C12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.83,acidic,CC(C)C12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2
CC(C)C12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.83,acidic,CC(C)C12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2
CC(C)C1=C([O-])c2ccccc2C1=O,7.4,acidic,CC(C)C1=C([O-])c2ccccc2C1=O
CC(C)C1=CC2=CC[C@H]3[C@@](C)(CCC[C@]3(C)C(=O)[O-])[C@@H]2CC1,6.4,acidic,CC(C)C1=CC2=CC[C@H]3[C@@](C)(CCC[C@]3(C)C(=O)[O-])[C@@H]2CC1
CC(C)C1NC(=S)NC1=O,8.7,acidic,CC(C)C1NC(=S)NC1=O
CC(C)CC(=O)O,4.77,acidic,CC(C)CC(=O)O
CC(C)CC(=O)[O-],4.79,acidic,CC(C)CC(=O)[O-]
CC(C)CC(C)CC(C)c1ccc(O)cc1,11.06,acidic,CC(C)CC(C)CC(C)c1ccc(O)cc1
CC(C)CC(N)C(=O)O,2.38,acidic,CC(C)CC(N)C(=O)O
CC(C)CC(O)=CC(=O)C(F)(F)F,6.52,acidic,CC(C)CC(O)=CC(=O)C(F)(F)F
CC(C)CC1CC([O-])=C(C(=O)Nc2ccc(C3CCCCC3)cc2)C(=O)N1,6.5,acidic,CC(C)CC1CC([O-])=C(C(=O)Nc2ccc(C3CCCCC3)cc2)C(=O)N1
CC(C)CCC(=O)O,4.84,acidic,CC(C)CCC(=O)O
CC(C)CCC(=O)[O-],4.84,acidic,CC(C)CCC(=O)[O-]
CC(C)CCC1=C(O)C(=O)c2ccccc2C1=O,5.13,acidic,CC(C)CCC1=C(O)C(=O)c2ccccc2C1=O
CC(C)CCC1=C(O)c2ccccc2C(=O)C1=O,5.13,acidic,CC(C)CCC1=C(O)c2ccccc2C(=O)C1=O
CC(C)CCC1=C([O-])C(O)C(CCC(C)C)(CCC(C)C)C1=O,6.3,acidic,CC(C)CCC1=C([O-])C(O)C(CCC(C)C)(CCC(C)C)C1=O
CC(C)CCC1=C([O-])c2ccccc2C(=O)C1=O,5.13,acidic,CC(C)CCC1=C([O-])c2ccccc2C(=O)C1=O
CC(C)CCOc1ccccc1/C=C/C(=O)O,4.85,acidic,CC(C)CCOc1ccccc1/C=C/C(=O)O
CC(C)CCOc1ccccc1/C=C/C(=O)[O-],4.85,acidic,CC(C)CCOc1ccccc1/C=C/C(=O)[O-]
CC(C)CCOc1ccccc1/C=C\C(=O)O,4.38,acidic,CC(C)CCOc1ccccc1/C=C\C(=O)O
CC(C)CCOc1ccccc1/C=C\C(=O)[O-],4.38,acidic,CC(C)CCOc1ccccc1/C=C\C(=O)[O-]
CC(C)CN(CC(C)C)C(=S)S,3.4,acidic,CC(C)CN(CC(C)C)C(=S)S
CC(C)CNC(=O)C(C)NC(=O)c1[nH+]ccc(O)c1[O-],6,acidic,CC(C)CNC(=O)C(C)NC(=O)c1[nH+]ccc(O)c1[O-]
CC(C)CNC(=O)C(Cc1ccccc1)NC(=O)c1[nH+]ccc(O)c1[O-],6,acidic,CC(C)CNC(=O)C(Cc1ccccc1)NC(=O)c1[nH+]ccc(O)c1[O-]
CC(C)CNC(=O)CNC(=O)c1[nH+]ccc(O)c1[O-],6.2,acidic,CC(C)CNC(=O)CNC(=O)c1[nH+]ccc(O)c1[O-]
CC(C)CNC(=O)CNC(=O)c1[nH]ccc(=O)c1[O-],6.2,acidic,CC(C)CNC(=O)CNC(=O)c1[nH]ccc(=O)c1[O-]
CC(C)CNC(=O)[C@H](C)NC(=O)c1[nH]ccc(=O)c1[O-],6,acidic,CC(C)CNC(=O)[C@H](C)NC(=O)c1[nH]ccc(=O)c1[O-]
CC(C)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1[nH]ccc(=O)c1[O-],6,acidic,CC(C)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1[nH]ccc(=O)c1[O-]
CC(C)CNC(c1ccccc1)C(O)c1ccccc1,11.34,acidic,CC(C)CNC(c1ccccc1)C(O)c1ccccc1
CC(C)COc1ccc(C(=O)O)cc1,4.48,acidic,CC(C)COc1ccc(C(=O)O)cc1
CC(C)COc1ccc(C(=O)[O-])cc1,4.48,acidic,CC(C)COc1ccc(C(=O)[O-])cc1
CC(C)CS(=O)O,2.75,acidic,CC(C)CS(=O)O
CC(C)CS(=O)[O-],2.75,acidic,CC(C)CS(=O)[O-]
CC(C)Cc1ccc(C(C)C(=O)O)cc1,4.45,acidic,CC(C)Cc1ccc(C(C)C(=O)O)cc1
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,5.205714,acidic,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1
CC(C)Cc1ccc(O)cc1,10.2,acidic,CC(C)Cc1ccc(O)cc1
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,4.44,acidic,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1
CC(C)Cc1ccc([C@H](C)C(=O)[O-])cc1,5.2,acidic,CC(C)Cc1ccc([C@H](C)C(=O)[O-])cc1
CC(C)Cc1ccccc1O,10.5,acidic,CC(C)Cc1ccccc1O
CC(C)N(c1ccc(Oc2ccccc2C(F)(F)F)cc1C(=O)[O-])C(=O)[C@H]1CC[C@H](C)CC1,5.5,acidic,CC(C)N(c1ccc(Oc2ccccc2C(F)(F)F)cc1C(=O)[O-])C(=O)[C@H]1CC[C@H](C)CC1
CC(C)N=C1NS(=O)(=O)c2cc(Cl)ccc2S1,9.76,acidic,CC(C)N=C1NS(=O)(=O)c2cc(Cl)ccc2S1
CC(C)N=C1Nc2c(Cl)cccc2S(=O)(=O)N1,9.11,acidic,CC(C)N=C1Nc2c(Cl)cccc2S(=O)(=O)N1
CC(C)N=C1Nc2cc(Cl)ccc2S(=O)(=O)N1,9.35,acidic,CC(C)N=C1Nc2cc(Cl)ccc2S(=O)(=O)N1
CC(C)N=C1Nc2ccc(Br)cc2S(=O)(=O)N1,9.41,acidic,CC(C)N=C1Nc2ccc(Br)cc2S(=O)(=O)N1
CC(C)N=C1Nc2ccc(Cl)cc2S(=O)(=O)N1,9.51,acidic,CC(C)N=C1Nc2ccc(Cl)cc2S(=O)(=O)N1
CC(C)N=C1Nc2ccc(F)cc2S(=O)(=O)N1,9.63,acidic,CC(C)N=C1Nc2ccc(F)cc2S(=O)(=O)N1
CC(C)N=C1Nc2ccc(I)cc2S(=O)(=O)N1,9.28,acidic,CC(C)N=C1Nc2ccc(I)cc2S(=O)(=O)N1
CC(C)NC(=S)S,3.1,acidic,CC(C)NC(=S)S
CC(C)NC(c1ccccc1)C(O)c1ccccc1,11.79,acidic,CC(C)NC(c1ccccc1)C(O)c1ccccc1
CC(C)Oc1ccc(C(=O)O)cc1,4.57,acidic,CC(C)Oc1ccc(C(=O)O)cc1
CC(C)Oc1ccc(C(=O)[O-])cc1,4.57,acidic,CC(C)Oc1ccc(C(=O)[O-])cc1
CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.43,acidic,CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1,3.43,acidic,CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1
CC(C)Oc1cccc(C(=O)O)c1,4.15,acidic,CC(C)Oc1cccc(C(=O)O)c1
CC(C)Oc1cccc(C(=O)[O-])c1,4.15,acidic,CC(C)Oc1cccc(C(=O)[O-])c1
CC(C)Oc1ccccc1C(=O)O,4.24,acidic,CC(C)Oc1ccccc1C(=O)O
CC(C)Oc1ccccc1C(=O)[O-],4.24,acidic,CC(C)Oc1ccccc1C(=O)[O-]
CC(C)S(=O)O,2.3,acidic,CC(C)S(=O)O
CC(C)S(=O)[O-],2.3,acidic,CC(C)S(=O)[O-]
CC(C)SC(C)C(=O)O,3.78,acidic,CC(C)SC(C)C(=O)O
CC(C)SC(C)C(=O)[O-],3.78,acidic,CC(C)SC(C)C(=O)[O-]
CC(C)SCC(=O)O,3.72,acidic,CC(C)SCC(=O)O
CC(C)SCC(=O)[O-],3.72,acidic,CC(C)SCC(=O)[O-]
CC(C)[C@H](C(=O)[O-])N1C[C@H](NC(=O)Cc2ccccc2)C1=O,3.48,acidic,CC(C)[C@H](C(=O)[O-])N1C[C@H](NC(=O)Cc2ccccc2)C1=O
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1,3.1,acidic,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,4.54,acidic,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
CC(C)c1cc(=O)c(O)ccc1Br,6.53,acidic,CC(C)c1cc(=O)c(O)ccc1Br
CC(C)c1cc(=O)c([O-])ccc1Br,6.53,acidic,CC(C)c1cc(=O)c([O-])ccc1Br
CC(C)c1ccc(Br)c(O)c(=O)c1,6.28,acidic,CC(C)c1ccc(Br)c(O)c(=O)c1
CC(C)c1ccc(Br)c([O-])c(=O)c1,6.28,acidic,CC(C)c1ccc(Br)c([O-])c(=O)c1
CC(C)c1ccc(C(=O)/C=C/C(=O)O)cc1,3.4,acidic,CC(C)c1ccc(C(=O)/C=C/C(=O)O)cc1
CC(C)c1ccc(C(=O)/C=C/C(=O)[O-])cc1,3.4,acidic,CC(C)c1ccc(C(=O)/C=C/C(=O)[O-])cc1
CC(C)c1ccc(C(=O)O)cc1,4.35,acidic,CC(C)c1ccc(C(=O)O)cc1
CC(C)c1ccc(C(=O)[O-])cc1,4.31,acidic,CC(C)c1ccc(C(=O)[O-])cc1
CC(C)c1ccc(O)cc1,10.24,acidic,CC(C)c1ccc(O)cc1
CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)[O-])CCC[C@]21C,5.7,acidic,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)[O-])CCC[C@]21C
CC(C)c1cccc(=O)c(O)c1Br,6.68,acidic,CC(C)c1cccc(=O)c(O)c1Br
CC(C)c1cccc(=O)c([O-])c1Br,6.68,acidic,CC(C)c1cccc(=O)c([O-])c1Br
CC(C)c1cccc(C(=O)O)c1,4.27,acidic,CC(C)c1cccc(C(=O)O)c1
CC(C)c1cccc(C(=O)[O-])c1,4.27,acidic,CC(C)c1cccc(C(=O)[O-])c1
CC(C)c1cccc(C(C)C)c1O,11.1,acidic,CC(C)c1cccc(C(C)C)c1O
CC(C)c1cccc(O)c1,10.16,acidic,CC(C)c1cccc(O)c1
CC(C)c1cccc2ccc(O)cc12,9.52,acidic,CC(C)c1cccc2ccc(O)cc12
CC(C)c1ccccc1C(=O)O,3.63,acidic,CC(C)c1ccccc1C(=O)O
CC(C)c1ccccc1C(=O)[O-],3.64,acidic,CC(C)c1ccccc1C(=O)[O-]
CC(C)c1ccccc1O,10.4,acidic,CC(C)c1ccccc1O
CC(C)c1csc(C(=O)O)c1,3.64,acidic,CC(C)c1csc(C(=O)O)c1
CC(C)c1csc(C(=O)[O-])c1,3.64,acidic,CC(C)c1csc(C(=O)[O-])c1
CC(C)c1nn[n-]n1,5.55,acidic,CC(C)c1nn[n-]n1
CC(C)c1nn[nH]n1,5.55,acidic,CC(C)c1nn[nH]n1
CC(C)c1nnn[nH]1,5.55,acidic,CC(C)c1nnn[nH]1
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,4.405,acidic,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21
CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,4.31,acidic,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21
CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,4.31,acidic,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
CC(C1CC1C(=O)[O-])C1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CCC4(C)[C@H]3CCC12C,5.01,acidic,CC(C1CC1C(=O)[O-])C1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CCC4(C)[C@H]3CCC12C
CC(C1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CCC4(C)[C@H]3CCC12C)[C@@H]1C[C@@H]1C(=O)[O-],5.04,acidic,CC(C1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CCC4(C)[C@H]3CCC12C)[C@@H]1C[C@@H]1C(=O)[O-]
CC(C1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CCC4(C)[C@H]3CCC12C)[C@H]1C[C@H]1C(=O)[O-],5.05,acidic,CC(C1CC[C@H]2[C@@H]3[C@@H](O)CC4C[C@H](O)CCC4(C)[C@H]3CCC12C)[C@H]1C[C@H]1C(=O)[O-]
CC(CC(=O)O)C(N)=O,4.59,acidic,CC(CC(=O)O)C(N)=O
CC(CC(=O)[O-])C(N)=O,4.59,acidic,CC(CC(=O)[O-])C(N)=O
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4.98,acidic,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,5.04,acidic,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
